    tile,    year,     doy,    hour,     cID,          sp,       layer,     density,         dbh,      height,      Acrown,          bl,         LAI,         GPP,         NPP,      Transp,      Resp_r, Grow_Resp_r,    Growth_r,      Resp_s, Grow_Resp_s,    Growth_s,  Phloem_KgC,         vpd,          gs,       kstem, capacitance,       Psi_L,       Psi_W,      W_leaf,      W_stem,
       1,     166,       2,       1,       1,       3,       1,     10.0000,      1.3781,     42.2610,    242.6619,     61.0693,      3.4953,      0.0000,     -0.0305,      3.8131,      0.1339,      5.4490,     10.8979,      1.1831,     27.5379,     55.0758,      0.0188,      0.0031,      0.0156,      0.1950,   7454.3335,-422731.2188,   -946.3148,    537.8019,  24848.8848,
       1,     166,       2,       2,       1,       3,       1,     10.0000,      1.3781,     42.2610,    242.6619,     61.0693,      3.4953,      0.0000,     -0.0305,      2.9953,      0.1319,      5.4490,     10.8979,      1.1653,     27.5379,     55.0758,      0.0188,      0.0024,      0.0156,      0.1950,   7454.6655,-420698.9375,   -945.5735,    537.9390,  24848.8867,
       1,     166,       2,       3,       1,       3,       1,     10.0000,      1.3781,     42.2610,    242.6619,     61.0693,      3.4953,      0.0000,     -0.0306,      2.2355,      0.1351,      5.4490,     10.8979,      1.1940,     27.5379,     55.0758,      0.0188,      0.0018,      0.0156,      0.1950,   7454.6665,-419457.3125,   -945.3042,    538.0225,  24848.8867,
       1,     166,       2,       4,       1,       3,       1,     10.0000,      1.3781,     42.2610,    242.6619,     61.0693,      3.4953,      0.0000,     -0.0305,      2.3529,      0.1327,      5.4490,     10.8979,      1.1724,     27.5379,     55.0758,      0.0188,      0.0019,      0.0156,      0.1950,   7454.6665,-418361.1250,   -945.0679,    538.0963,  24848.8867,
       1,     166,       2,       5,       1,       3,       1,     10.0000,      1.3781,     42.2610,    242.6619,     61.0693,      3.4953,      0.0000,     -0.0306,      2.2058,      0.1351,      5.4490,     10.8979,      1.1940,     27.5379,     55.0758,      0.0188,      0.0018,      0.0156,      0.1950,   7454.6665,-418417.9688,   -945.0764,    538.0924,  24848.8867,
       1,     166,       2,       6,       1,       3,       1,     10.0000,      1.3781,     42.2610,    242.6619,     61.0693,      3.4953,      0.0000,     -0.0306,      2.0539,      0.1365,      5.4490,     10.8979,      1.2061,     27.5379,     55.0758,      0.0188,      0.0017,      0.0156,      0.1950,   7454.6665,-418231.6875,   -945.0335,    538.1050,  24848.8867,
       1,     166,       2,       7,       1,       3,       1,     10.0000,      1.3781,     42.2610,    242.6619,     61.0693,      3.4953,      0.0000,     -0.0307,      1.9150,      0.1376,      5.4490,     10.8979,      1.2159,     27.5379,     55.0758,      0.0188,      0.0015,      0.0156,      0.1950,   7454.6665,-418017.7812,   -944.9848,    538.1193,  24848.8867,
       1,     166,       2,       8,       1,       3,       1,     10.0000,      1.3781,     42.2610,    242.6619,     61.0693,      3.4953,      0.0014,     -0.0290,      2.1482,      0.1305,      5.4490,     10.8979,      1.1535,     27.5379,     55.0758,      0.0188,      0.0017,      0.0156,      0.1950,   7454.6665,-417818.6562,   -944.9395,    538.1328,  24848.8867,
       1,     166,       2,       9,       1,       3,       1,     10.0000,      1.3781,     42.2610,    242.6619,     61.0693,      3.4953,      0.0764,      0.0457,     12.4928,      0.1384,      5.4490,     10.8979,      1.2233,     27.5379,     55.0758,      0.0188,      0.0017,      0.0914,      0.1950,   7454.6665,-418104.2812,   -944.9965,    538.1136,  24848.8867,
       1,     166,       2,      10,       1,       3,       1,     10.0000,      1.3781,     42.2610,    242.6619,     61.0693,      3.4953,      0.1526,      0.1212,     30.9068,      0.1589,      5.4490,     10.8979,      1.4041,     27.5379,     55.0758,      0.0188,      0.0019,      0.2020,      0.1950,   7454.6665,-431576.5625,   -947.8630,    537.2073,  24848.8867,
       1,     166,       2,      11,       1,       3,       1,     10.0000,      1.3781,     42.2610,    242.6619,     61.0693,      3.4953,      0.1795,      0.1473,     35.3403,      0.1832,      5.4490,     10.8979,      1.6191,     27.5379,     55.0758,      0.0188,      0.0018,      0.2417,      0.1950,   7454.6665,-456698.2812,   -953.2237,    535.5211,  24848.8867,
       1,     166,       2,      12,       1,       3,       1,     10.0000,      1.3781,     42.2610,    242.6619,     61.0693,      3.4953,      0.1729,      0.1403,     35.2012,      0.1941,      5.4490,     10.8979,      1.7148,     27.5379,     55.0758,      0.0188,      0.0019,      0.2318,      0.1950,   7454.6665,-464665.8125,   -954.9656,    534.9904,  24848.8867,
       1,     166,       2,      13,       1,       3,       1,     10.0000,      1.3781,     42.2610,    242.6619,     61.0693,      3.4953,      0.1845,      0.1516,     30.4397,      0.2069,      5.4490,     10.8979,      1.8283,     27.5379,     55.0758,      0.0188,      0.0015,      0.2500,      0.1950,   7454.6665,-465177.2188,   -955.1486,    534.9565,  24848.8848,
       1,     166,       2,      14,       1,       3,       1,     10.0000,      1.3781,     42.2610,    242.6619,     61.0693,      3.4953,      0.1849,      0.1523,     34.0547,      0.1954,      5.4490,     10.8979,      1.7267,     27.5379,     55.0758,      0.0188,      0.0017,      0.2500,      0.1950,   7454.6655,-459027.6250,   -953.9015,    535.3677,  24848.8867,
       1,     166,       2,      15,       1,       3,       1,     10.0000,      1.3781,     42.2610,    242.6619,     61.0693,      3.4953,      0.1866,      0.1539,     56.2449,      0.1991,      5.4490,     10.8979,      1.7594,     27.5379,     55.0758,      0.0188,      0.0028,      0.2500,      0.1950,   7454.6665,-463193.6875,   -954.8335,    535.0891,  24848.8867,
       1,     166,       2,      16,       1,       3,       1,     10.0000,      1.3781,     42.2610,    242.6619,     61.0693,      3.4953,      0.1889,      0.1562,     85.7384,      0.1987,      5.4490,     10.8979,      1.7559,     27.5379,     55.0758,      0.0188,      0.0043,      0.2500,      0.1950,   7454.6665,-492422.3125,   -961.1305,    533.1342,  24848.8848,
       1,     166,       2,      17,       1,       3,       1,     10.0000,      1.3781,     42.2610,    242.6619,     61.0693,      3.4953,      0.1841,      0.1518,     95.9301,      0.1854,      5.4490,     10.8979,      1.6385,     27.5379,     55.0758,      0.0188,      0.0050,      0.2414,      0.1949,   7454.6655,-533364.4375,   -970.0407,    530.4092,  24848.8848,
       1,     166,       2,      18,       1,       3,       1,     10.0000,      1.3781,     42.2610,    242.6619,     61.0693,      3.4953,      0.1649,      0.1330,     96.4257,      0.1747,      5.4490,     10.8979,      1.5437,     27.5379,     55.0758,      0.0188,      0.0057,      0.2127,      0.1949,   7454.6655,-550220.2500,   -973.9769,    529.2987,  24848.8867,
       1,     166,       2,      19,       1,       3,       1,     10.0000,      1.3781,     42.2610,    242.6619,     61.0693,      3.4953,      0.1080,      0.0764,     49.0352,      0.1623,      5.4490,     10.8979,      1.4339,     27.5379,     55.0758,      0.0188,      0.0046,      0.1335,      0.1949,   7454.6665,-552327.3125,   -974.8377,    529.1603,  24848.8848,
       1,     166,       2,      20,       1,       3,       1,     10.0000,      1.3781,     42.2610,    242.6619,     61.0693,      3.4953,      0.0066,     -0.0246,      5.9702,      0.1519,      5.4490,     10.8979,      1.3421,     27.5379,     55.0758,      0.0188,      0.0048,      0.0156,      0.1949,   7454.6655,-490775.4688,   -962.0757,    533.2319,  24848.8809,
       1,     166,       2,      21,       1,       3,       1,     10.0000,      1.3781,     42.2610,    242.6619,     61.0693,      3.4953,      0.0000,     -0.0311,      5.9272,      0.1481,      5.4490,     10.8979,      1.3088,     27.5379,     55.0758,      0.0188,      0.0048,      0.0156,      0.1949,   7454.6646,-429428.7188,   -949.0984,    537.3365,  24848.8848,
       1,     166,       2,      22,       1,       3,       1,     10.0000,      1.3781,     42.2610,    242.6619,     61.0693,      3.4953,      0.0000,     -0.0310,      5.1561,      0.1458,      5.4490,     10.8979,      1.2879,     27.5379,     55.0758,      0.0188,      0.0042,      0.0156,      0.1950,   7454.6655,-424052.4062,   -947.9446,    537.7134,  24848.8828,
       1,     166,       2,      23,       1,       3,       1,     10.0000,      1.3781,     42.2610,    242.6619,     61.0693,      3.4953,      0.0000,     -0.0309,      4.3970,      0.1423,      5.4490,     10.8979,      1.2571,     27.5379,     55.0758,      0.0188,      0.0035,      0.0156,      0.1950,   7454.6650,-422560.2812,   -947.6208,    537.8139,  24848.8828,
       1,     166,       2,      24,       1,       3,       1,     10.0000,      1.3781,     42.2610,    242.6619,     61.0693,      3.4953,      0.0000,     -0.0309,      3.7142,      0.1434,      5.4490,     10.8979,      1.2673,     27.5379,     55.0758,      0.0188,      0.0030,      0.0156,      0.1950,   7454.6650,-421442.9062,   -947.3773,    537.8890,  24848.8828,
       1,     166,       3,       1,       1,       3,       1,     10.0000,      1.3781,     42.2613,    242.6676,     61.0708,      3.4953,      0.0000,     -0.0308,      3.2034,      0.1420,      5.4499,     10.8998,      1.2546,     27.5439,     55.0878,      0.0188,      0.0026,      0.0156,      0.1950,   7454.6650,-420612.3438,   -947.5038,    537.9575,  24849.9961,
       1,     166,       3,       2,       1,       3,       1,     10.0000,      1.3781,     42.2613,    242.6676,     61.0708,      3.4953,      0.0000,     -0.0305,      2.6127,      0.1327,      5.4499,     10.8998,      1.1724,     27.5439,     55.0878,      0.0188,      0.0021,      0.0156,      0.1950,   7454.9990,-419723.0312,   -947.0042,    538.0173,  24849.9961,
       1,     166,       3,       3,       1,       3,       1,     10.0000,      1.3781,     42.2613,    242.6676,     61.0708,      3.4953,      0.0000,     -0.0304,      2.3773,      0.1288,      5.4499,     10.8998,      1.1384,     27.5439,     55.0878,      0.0188,      0.0019,      0.0156,      0.1950,   7454.9990,-418877.5312,   -946.8210,    538.0742,  24849.9961,
       1,     166,       3,       4,       1,       3,       1,     10.0000,      1.3781,     42.2613,    242.6676,     61.0708,      3.4953,      0.0000,     -0.0302,      1.9406,      0.1257,      5.4499,     10.8998,      1.1110,     27.5439,     55.0878,      0.0188,      0.0016,      0.0156,      0.1950,   7454.9990,-418497.6562,   -946.7378,    538.0997,  24849.9961,
       1,     166,       3,       5,       1,       3,       1,     10.0000,      1.3781,     42.2613,    242.6676,     61.0708,      3.4953,      0.0000,     -0.0301,      2.0245,      0.1226,      5.4499,     10.8998,      1.0831,     27.5439,     55.0878,      0.0188,      0.0016,      0.0156,      0.1950,   7454.9990,-417896.7812,   -946.6078,    538.1400,  24849.9961,
       1,     166,       3,       6,       1,       3,       1,     10.0000,      1.3781,     42.2613,    242.6676,     61.0708,      3.4953,      0.0000,     -0.0302,      1.7198,      0.1255,      5.4499,     10.8998,      1.1087,     27.5439,     55.0878,      0.0188,      0.0014,      0.0156,      0.1950,   7454.9990,-417953.4062,   -946.6180,    538.1362,  24849.9961,
       1,     166,       3,       7,       1,       3,       1,     10.0000,      1.3781,     42.2613,    242.6676,     61.0708,      3.4953,      0.0000,     -0.0304,      0.9758,      0.1292,      5.4499,     10.8998,      1.1419,     27.5439,     55.0878,      0.0188,      0.0008,      0.0156,      0.1950,   7454.9990,-417562.3125,   -946.5333,    538.1626,  24849.9961,
       1,     166,       3,       8,       1,       3,       1,     10.0000,      1.3781,     42.2613,    242.6676,     61.0708,      3.4953,      0.0011,     -0.0293,      0.7794,      0.1281,      5.4499,     10.8998,      1.1315,     27.5439,     55.0878,      0.0188,      0.0006,      0.0156,      0.1950,   7454.9990,-416560.9688,   -946.3189,    538.2300,  24849.9961,
       1,     166,       3,       9,       1,       3,       1,     10.0000,      1.3781,     42.2613,    242.6676,     61.0708,      3.4953,      0.0525,      0.0220,      2.2605,      0.1328,      5.4499,     10.8998,      1.1736,     27.5439,     55.0878,      0.0188,      0.0005,      0.0574,      0.1950,   7454.9990,-416218.1562,   -946.2454,    538.2530,  24849.9961,
       1,     166,       3,      10,       1,       3,       1,     10.0000,      1.3781,     42.2613,    242.6676,     61.0708,      3.4953,      0.1484,      0.1170,      6.3374,      0.1568,      5.4499,     10.8998,      1.3859,     27.5439,     55.0878,      0.0188,      0.0004,      0.1986,      0.1950,   7454.9990,-418113.2812,   -946.6508,    538.1255,  24849.9961,
       1,     166,       3,      11,       1,       3,       1,     10.0000,      1.3781,     42.2613,    242.6676,     61.0708,      3.4953,      0.1816,      0.1497,     10.1889,      0.1745,      5.4499,     10.8998,      1.5422,     27.5439,     55.0878,      0.0188,      0.0005,      0.2477,      0.1950,   7454.9990,-423578.1250,   -947.8190,    537.7579,  24849.9961,
       1,     166,       3,      12,       1,       3,       1,     10.0000,      1.3781,     42.2613,    242.6676,     61.0708,      3.4953,      0.1837,      0.1513,     17.7935,      0.1891,      5.4499,     10.8998,      1.6713,     27.5439,     55.0878,      0.0188,      0.0009,      0.2500,      0.1950,   7454.9990,-429062.6875,   -948.9899,    537.3893,  24849.9980,
       1,     166,       3,      13,       1,       3,       1,     10.0000,      1.3781,     42.2613,    242.6676,     61.0708,      3.4953,      0.1843,      0.1516,     27.2231,      0.1999,      5.4499,     10.8998,      1.7664,     27.5439,     55.0878,      0.0188,      0.0014,      0.2500,      0.1950,   7454.9995,-439428.0938,   -951.2126,    536.6933,  24849.9961,
       1,     166,       3,      14,       1,       3,       1,     10.0000,      1.3781,     42.2613,    242.6676,     61.0708,      3.4953,      0.1788,      0.1459,     35.5995,      0.2065,      5.4499,     10.8998,      1.8248,     27.5439,     55.0878,      0.0188,      0.0019,      0.2408,      0.1950,   7454.9990,-452594.9062,   -954.0529,    535.8104,  24849.9980,
       1,     166,       3,      15,       1,       3,       1,     10.0000,      1.3781,     42.2613,    242.6676,     61.0708,      3.4953,      0.1874,      0.1544,     66.5070,      0.2088,      5.4499,     10.8998,      1.8446,     27.5439,     55.0878,      0.0188,      0.0033,      0.2500,      0.1950,   7454.9995,-464638.8438,   -956.6791,    535.0044,  24849.9961,
       1,     166,       3,      16,       1,       3,       1,     10.0000,      1.3781,     42.2613,    242.6676,     61.0708,      3.4953,      0.1886,      0.1558,     81.2372,      0.2023,      5.4499,     10.8998,      1.7874,     27.5439,     55.0878,      0.0188,      0.0041,      0.2500,      0.1950,   7454.9990,-505891.3750,   -965.6044,    532.2462,  24849.9961,
       1,     166,       3,      17,       1,       3,       1,     10.0000,      1.3781,     42.2613,    242.6676,     61.0708,      3.4953,      0.1840,      0.1515,    102.1296,      0.1945,      5.4499,     10.8998,      1.7183,     27.5439,     55.0878,      0.0188,      0.0053,      0.2407,      0.1949,   7454.9990,-528680.1250,   -970.7233,    530.7372,  24849.9941,
       1,     166,       3,      18,       1,       3,       1,     10.0000,      1.3781,     42.2613,    242.6676,     61.0708,      3.4953,      0.1592,      0.1269,     97.7155,      0.1854,      5.4499,     10.8998,      1.6386,     27.5439,     55.0878,      0.0188,      0.0060,      0.2041,      0.1949,   7454.9985,-557864.0625,   -977.3191,    528.8032,  24849.9961,
       1,     166,       3,      19,       1,       3,       1,     10.0000,      1.3781,     42.2613,    242.6676,     61.0708,      3.4953,      0.0718,      0.0400,     42.5820,      0.1686,      5.4499,     10.8998,      1.4894,     27.5439,     55.0878,      0.0188,      0.0067,      0.0803,      0.1949,   7454.9990,-554662.6250,   -977.0742,    529.0184,  24849.9941,
       1,     166,       3,      20,       1,       3,       1,     10.0000,      1.3781,     42.2613,    242.6676,     61.0708,      3.4953,      0.0076,     -0.0237,      8.3861,      0.1550,      5.4499,     10.8998,      1.3694,     27.5439,     55.0878,      0.0188,      0.0068,      0.0156,      0.1949,   7454.9985,-482564.8750,   -961.9680,    533.7859,  24849.9941,
       1,     166,       3,      21,       1,       3,       1,     10.0000,      1.3781,     42.2613,    242.6676,     61.0708,      3.4953,      0.0000,     -0.0311,      7.5166,      0.1481,      5.4499,     10.8998,      1.3088,     27.5439,     55.0878,      0.0188,      0.0061,      0.0156,      0.1950,   7454.9985,-431873.1875,   -951.1727,    537.1898,  24849.9941,
       1,     166,       3,      22,       1,       3,       1,     10.0000,      1.3781,     42.2613,    242.6676,     61.0708,      3.4953,      0.0000,     -0.0310,      7.0034,      0.1465,      5.4499,     10.8998,      1.2944,     27.5439,     55.0878,      0.0188,      0.0056,      0.0156,      0.1950,   7454.9985,-426328.0938,   -949.9801,    537.5731,  24849.9941,
       1,     166,       3,      23,       1,       3,       1,     10.0000,      1.3781,     42.2613,    242.6676,     61.0708,      3.4953,      0.0000,     -0.0309,      6.2737,      0.1428,      5.4499,     10.8998,      1.2622,     27.5439,     55.0878,      0.0188,      0.0051,      0.0156,      0.1950,   7454.9985,-425162.6562,   -949.7253,    537.6516,  24849.9941,
       1,     166,       3,      24,       1,       3,       1,     10.0000,      1.3781,     42.2613,    242.6676,     61.0708,      3.4953,      0.0000,     -0.0307,      5.4008,      0.1390,      5.4499,     10.8998,      1.2283,     27.5439,     55.0878,      0.0188,      0.0043,      0.0156,      0.1950,   7454.9985,-424112.0625,   -949.4955,    537.7221,  24849.9922,
       1,     166,       4,       1,       1,       3,       1,     10.0000,      1.3781,     42.2616,    242.6733,     61.0722,      3.4953,      0.0000,     -0.0306,      3.7588,      0.1347,      5.4503,     10.9005,      1.1904,     27.5483,     55.0966,      0.0188,      0.0030,      0.0156,      0.1950,   7454.9980,-423040.8438,   -949.5731,    537.8068,  24851.1074,
       1,     166,       4,       2,       1,       3,       1,     10.0000,      1.3781,     42.2616,    242.6733,     61.0722,      3.4953,      0.0000,     -0.0305,      3.0135,      0.1323,      5.4503,     10.9005,      1.1689,     27.5483,     55.0966,      0.0188,      0.0024,      0.0156,      0.1950,   7455.3325,-420660.1250,   -948.7502,    537.9669,  24851.1074,
       1,     166,       4,       3,       1,       3,       1,     10.0000,      1.3781,     42.2616,    242.6733,     61.0722,      3.4953,      0.0000,     -0.0305,      2.7310,      0.1326,      5.4503,     10.9005,      1.1713,     27.5483,     55.0966,      0.0188,      0.0022,      0.0156,      0.1951,   7455.3325,-419483.4375,   -948.4959,    538.0460,  24851.1074,
       1,     166,       4,       4,       1,       3,       1,     10.0000,      1.3781,     42.2616,    242.6733,     61.0722,      3.4953,      0.0000,     -0.0305,      2.2435,      0.1319,      5.4503,     10.9005,      1.1653,     27.5483,     55.0966,      0.0188,      0.0018,      0.0156,      0.1951,   7455.3325,-419013.3750,   -948.3937,    538.0775,  24851.1074,
       1,     166,       4,       5,       1,       3,       1,     10.0000,      1.3781,     42.2616,    242.6733,     61.0722,      3.4953,      0.0000,     -0.0306,      2.0914,      0.1365,      5.4503,     10.9005,      1.2062,     27.5483,     55.0966,      0.0188,      0.0017,      0.0156,      0.1951,   7455.3325,-418338.7812,   -948.2480,    538.1229,  24851.1074,
       1,     166,       4,       6,       1,       3,       1,     10.0000,      1.3781,     42.2616,    242.6733,     61.0722,      3.4953,      0.0000,     -0.0306,      1.4102,      0.1364,      5.4503,     10.9005,      1.2049,     27.5483,     55.0966,      0.0188,      0.0011,      0.0156,      0.1951,   7455.3325,-418082.0312,   -948.1921,    538.1402,  24851.1074,
       1,     166,       4,       7,       1,       3,       1,     10.0000,      1.3781,     42.2616,    242.6733,     61.0722,      3.4953,      0.0000,     -0.0304,      1.0972,      0.1294,      5.4503,     10.9005,      1.1431,     27.5483,     55.0966,      0.0188,      0.0009,      0.0156,      0.1951,   7455.3325,-417174.4062,   -947.9967,    538.2013,  24851.1074,
       1,     166,       4,       8,       1,       3,       1,     10.0000,      1.3781,     42.2616,    242.6733,     61.0722,      3.4953,      0.0005,     -0.0298,      1.3993,      0.1266,      5.4503,     10.9005,      1.1190,     27.5483,     55.0966,      0.0188,      0.0011,      0.0156,      0.1951,   7455.3325,-416688.2500,   -947.8921,    538.2340,  24851.1074,
       1,     166,       4,       9,       1,       3,       1,     10.0000,      1.3781,     42.2616,    242.6733,     61.0722,      3.4953,      0.0195,     -0.0107,      0.7302,      0.1270,      5.4503,     10.9005,      1.1224,     27.5483,     55.0966,      0.0188,      0.0010,      0.0092,      0.1951,   7455.3325,-417038.3438,   -947.9669,    538.2104,  24851.1074,
       1,     166,       4,      10,       1,       3,       1,     10.0000,      1.3781,     42.2616,    242.6733,     61.0722,      3.4953,      0.1063,      0.0753,     16.2432,      0.1452,      5.4503,     10.9005,      1.2828,     27.5483,     55.0966,      0.0188,      0.0015,      0.1351,      0.1951,   7455.3325,-416199.3125,   -947.7852,    538.2669,  24851.1074,
       1,     166,       4,      11,       1,       3,       1,     10.0000,      1.3781,     42.2616,    242.6733,     61.0722,      3.4953,      0.1830,      0.1518,     25.1513,      0.1520,      5.4503,     10.9005,      1.3435,     27.5483,     55.0966,      0.0188,      0.0013,      0.2477,      0.1951,   7455.3325,-436286.3750,   -952.1175,    536.9153,  24851.1074,
       1,     166,       4,      12,       1,       3,       1,     10.0000,      1.3781,     42.2616,    242.6733,     61.0722,      3.4953,      0.1851,      0.1541,     31.2206,      0.1458,      5.4503,     10.9005,      1.2879,     27.5483,     55.0966,      0.0188,      0.0016,      0.2500,      0.1950,   7455.3325,-449627.4062,   -955.0078,    536.0217,  24851.1074,
       1,     166,       4,      13,       1,       3,       1,     10.0000,      1.3781,     42.2616,    242.6733,     61.0722,      3.4953,      0.1842,      0.1536,     19.9760,      0.1361,      5.4503,     10.9005,      1.2025,     27.5483,     55.0966,      0.0188,      0.0010,      0.2500,      0.1950,   7455.3325,-458683.5312,   -956.9971,    535.4156,  24851.1074,
       1,     166,       4,      14,       1,       3,       1,     10.0000,      1.3781,     42.2616,    242.6733,     61.0722,      3.4953,      0.1843,      0.1535,     21.6724,      0.1420,      5.4503,     10.9005,      1.2546,     27.5483,     55.0966,      0.0188,      0.0011,      0.2500,      0.1950,   7455.3325,-444851.3750,   -954.0579,    536.3417,  24851.1055,
       1,     166,       4,      15,       1,       3,       1,     10.0000,      1.3781,     42.2616,    242.6733,     61.0722,      3.4953,      0.1856,      0.1541,     38.8879,      0.1591,      5.4503,     10.9005,      1.4055,     27.5483,     55.0966,      0.0188,      0.0020,      0.2500,      0.1950,   7455.3320,-445852.4375,   -954.3026,    536.2755,  24851.1094,
       1,     166,       4,      16,       1,       3,       1,     10.0000,      1.3781,     42.2616,    242.6733,     61.0722,      3.4953,      0.1865,      0.1548,     51.8921,      0.1671,      5.4503,     10.9005,      1.4761,     27.5483,     55.0966,      0.0188,      0.0026,      0.2500,      0.1950,   7455.3330,-468321.0312,   -959.1798,    534.7693,  24851.1074,
       1,     166,       4,      17,       1,       3,       1,     10.0000,      1.3781,     42.2616,    242.6733,     61.0722,      3.4953,      0.1856,      0.1538,     40.7724,      0.1711,      5.4503,     10.9005,      1.5119,     27.5483,     55.0966,      0.0188,      0.0020,      0.2500,      0.1950,   7455.3325,-487201.2500,   -963.3414,    533.5093,  24851.1055,
       1,     166,       4,      18,       1,       3,       1,     10.0000,      1.3781,     42.2616,    242.6733,     61.0722,      3.4953,      0.1660,      0.1348,     25.4412,      0.1528,      5.4503,     10.9005,      1.3503,     27.5483,     55.0966,      0.0188,      0.0014,      0.2225,      0.1950,   7455.3320,-474382.4062,   -960.7280,    534.3657,  24851.1035,
       1,     166,       4,      19,       1,       3,       1,     10.0000,      1.3781,     42.2616,    242.6733,     61.0722,      3.4953,      0.0964,      0.0653,     19.1290,      0.1501,      5.4503,     10.9005,      1.3261,     27.5483,     55.0966,      0.0188,      0.0020,      0.1201,      0.1950,   7455.3315,-453324.4062,   -956.2894,    535.7729,  24851.1055,
       1,     166,       4,      20,       1,       3,       1,     10.0000,      1.3781,     42.2616,    242.6733,     61.0722,      3.4953,      0.0064,     -0.0244,      2.9896,      0.1413,      5.4503,     10.9005,      1.2483,     27.5483,     55.0966,      0.0188,      0.0024,      0.0156,      0.1950,   7455.3320,-443285.6562,   -954.1702,    536.4470,  24851.1055,
       1,     166,       4,      21,       1,       3,       1,     10.0000,      1.3781,     42.2616,    242.6733,     61.0722,      3.4953,      0.0000,     -0.0307,      2.9073,      0.1391,      5.4503,     10.9005,      1.2296,     27.5483,     55.0966,      0.0188,      0.0023,      0.0156,      0.1950,   7455.3320,-421425.7812,   -949.4730,    537.9134,  24851.1055,
       1,     166,       4,      22,       1,       3,       1,     10.0000,      1.3781,     42.2616,    242.6733,     61.0722,      3.4953,      0.0000,     -0.0304,      2.6639,      0.1308,      5.4503,     10.9005,      1.1559,     27.5483,     55.0966,      0.0188,      0.0021,      0.0156,      0.1950,   7455.3320,-419415.0938,   -949.0397,    538.0505,  24851.1035,
       1,     166,       4,      23,       1,       3,       1,     10.0000,      1.3781,     42.2616,    242.6733,     61.0722,      3.4953,      0.0000,     -0.0302,      1.7796,      0.1238,      5.4503,     10.9005,      1.0942,     27.5483,     55.0966,      0.0188,      0.0014,      0.0156,      0.1951,   7455.3315,-418920.5625,   -948.9333,    538.0838,  24851.1035,
       1,     166,       4,      24,       1,       3,       1,     10.0000,      1.3781,     42.2616,    242.6733,     61.0722,      3.4953,      0.0000,     -0.0301,      1.5745,      0.1225,      5.4503,     10.9005,      1.0820,     27.5483,     55.0966,      0.0188,      0.0013,      0.0156,      0.1951,   7455.3315,-417728.0938,   -948.6763,    538.1640,  24851.1035,
       1,     166,       5,       1,       1,       3,       1,     10.0000,      1.3781,     42.2619,    242.6790,     61.0736,      3.4953,      0.0000,     -0.0300,      1.0805,      0.1195,      5.4504,     10.9008,      1.0559,     27.5521,     55.1041,      0.0188,      0.0009,      0.0156,      0.1951,   7455.3315,-417512.8750,   -948.9405,    538.1912,  24852.2168,
       1,     166,       5,       2,       1,       3,       1,     10.0000,      1.3781,     42.2619,    242.6790,     61.0736,      3.4953,      0.0000,     -0.0301,      1.0120,      0.1233,      5.4504,     10.9008,      1.0898,     27.5521,     55.1041,      0.0188,      0.0008,      0.0156,      0.1951,   7455.6655,-416699.1562,   -948.6384,    538.2459,  24852.2168,
       1,     166,       5,       3,       1,       3,       1,     10.0000,      1.3781,     42.2619,    242.6790,     61.0736,      3.4953,      0.0000,     -0.0303,      0.9093,      0.1277,      5.4504,     10.9008,      1.1281,     27.5521,     55.1041,      0.0188,      0.0007,      0.0156,      0.1951,   7455.6655,-416539.1250,   -948.6038,    538.2568,  24852.2168,
       1,     166,       5,       4,       1,       3,       1,     10.0000,      1.3781,     42.2619,    242.6790,     61.0736,      3.4953,      0.0000,     -0.0304,      0.9244,      0.1291,      5.4504,     10.9008,      1.1408,     27.5521,     55.1041,      0.0188,      0.0007,      0.0156,      0.1951,   7455.6655,-416391.5312,   -948.5720,    538.2667,  24852.2168,
       1,     166,       5,       5,       1,       3,       1,     10.0000,      1.3781,     42.2619,    242.6790,     61.0736,      3.4953,      0.0000,     -0.0305,      1.1010,      0.1323,      5.4504,     10.9008,      1.1689,     27.5521,     55.1041,      0.0188,      0.0009,      0.0156,      0.1951,   7455.6655,-416398.3750,   -948.5737,    538.2662,  24852.2168,
       1,     166,       5,       6,       1,       3,       1,     10.0000,      1.3781,     42.2619,    242.6790,     61.0736,      3.4953,      0.0000,     -0.0305,      0.7366,      0.1328,      5.4504,     10.9008,      1.1737,     27.5521,     55.1041,      0.0188,      0.0006,      0.0156,      0.1951,   7455.6655,-416628.4688,   -948.6231,    538.2507,  24852.2168,
       1,     166,       5,       7,       1,       3,       1,     10.0000,      1.3781,     42.2619,    242.6790,     61.0736,      3.4953,      0.0000,     -0.0306,      0.8597,      0.1358,      5.4504,     10.9008,      1.2001,     27.5521,     55.1041,      0.0188,      0.0007,      0.0156,      0.1951,   7455.6655,-416175.0625,   -948.5256,    538.2812,  24852.2168,
       1,     166,       5,       8,       1,       3,       1,     10.0000,      1.3781,     42.2619,    242.6790,     61.0736,      3.4953,      0.0012,     -0.0295,      0.9269,      0.1368,      5.4504,     10.9008,      1.2086,     27.5521,     55.1041,      0.0188,      0.0007,      0.0156,      0.1951,   7455.6655,-416295.2500,   -948.5516,    538.2731,  24852.2168,
       1,     166,       5,       9,       1,       3,       1,     10.0000,      1.3781,     42.2619,    242.6790,     61.0736,      3.4953,      0.0707,      0.0399,      4.6747,      0.1413,      5.4504,     10.9008,      1.2483,     27.5521,     55.1041,      0.0188,      0.0007,      0.0839,      0.1951,   7455.6655,-416393.2188,   -948.5727,    538.2666,  24852.2168,
